File,Key,English,Danish,German,Spanish,Italian,Portuguese
form/TerrainMenu,large_unavailable,Large islands are unavailable in this demo version of Tribal Trouble.,Store øer er ikke tilgængelige i denne demonstrationsudgave af Tribal Trouble.,In der Demoversion von Tribal Trouble stehen keine großen Inseln zur Verfügung.,Las islas grandes están deshabilitadas en esta versión de demostración de Tribal Trouble.,Le isole più grandi non sono disponibili in questa versione demo.,Ilhas grandes não estão disponíveis nessa versão de demonstração de Tribal Trouble.
form/TerrainMenu,hard_unavailable,Hard AI players are unavailable in this demo version of Tribal Trouble.,Svære computerspillere er ikke tilgængelige i denne demonstrationsudgave af Tribal Trouble.,In der Demoversion von Tribal Trouble stehen keine schwierigen KI-Spieler zur Verfügung.,Los jugadores IA difícil están deshabilitados en la versión de demostración de Tribal Trouble.,La modalità difficile non è disponibile in questa versione demo di Tribal Trouble.,Jogadores de IA difíceis não estão disponíveis nessa versão de demonstração de Tribal Trouble.
form/TerrainMenu,ai,AI,Computer,KI,IA,AI,IA
form/TerrainMenu,confirm_delete_preset,"Delete preset ""{0}""?","Slet forudindstillingen ""{0}""?","Voreinstellung ""{0}"" löschen?","¿Eliminar el preajuste ""{0}""?","Eliminare il preset ""{0}""?","Apagar predefinição ""{0}""?"
form/TerrainMenu,confirm_discard_changes,Discard your unsaved changes and load this preset?,Vil du kassere dine ikke-gemte ændringer og indlæse denne forudindstilling?,Nicht gespeicherte Änderungen verwerfen und diese Voreinstellung laden?,¿Descartar los cambios no guardados y cargar este preajuste?,Annullare le modifiche non salvate e caricare questo preset?,Descartar as mudanças não salvas e carregar essa predefinição?
form/TutorialForm,tutorial_caption,Tutorial,Grundkursus,Tutorial,Tutorial,Tutorial,Tutorial
form/TutorialForm,tutorial,Tutorial {0},Kursus {0},Tutorial {0},Tutorial {0},Tutorial {0},Tutorial {0}
form/TutorialForm,tutorial1_tip,Getting around,Manøvrering,Navigation,Dando una vuelta,Muoversi nell''ambiente,Se Movimentando
form/TutorialForm,tutorial2_tip,The Quarters,Barakker,Das Quartier,Los Barracones,I Casoni,Os Alojamentos
form/TutorialForm,tutorial3_tip,The Armory,Arsenal,Das Zeughaus,La Armería,L''armeria,A Armaria
form/TutorialForm,tutorial4_tip,Constructing a tower,Byg et tårn,Einen Turm bauen,Construyendo una torre,Costruisci una torre,Construindo uma torre
form/TutorialForm,tutorial5_tip,Training a chieftain,Træn en høvding,Einen Häuptling ausbilden,Entrenando un jefe tribal,Addestramento del Capo,Treinando um chefe
form/TutorialForm,tutorial6_tip,Defeating another tribe,Slå en anden stamme,Einen anderen Stamm besiegen,Derrotando a otra tribu,Vincere una tribù,Derrotando outra tribo
form/TutorialForm,tower_unavailable,The tower tutorial is unavailable in this demo version of Tribal Trouble.,Tårnkurset er ikke tilgængeligt i denne demonstrationsudgave af Tribal Trouble.,In der Demoversion von Tribal Trouble steht das Turm-Tutorial nicht zur Verfügung.,El tutorial de la torre no está disponible en esta demostración de Tribal Trouble.,Il tutorial torre non è disponibile in questa versione demo di Tribal Trouble.,O tutorial da torre está indisponível nessa versão de demonstração de Tribal Trouble.
form/TutorialForm,chieftain_unavailable,The chieftain tutorial is unavailable in this demo version of Tribal Trouble.,Høvdingekurset er ikke tilgængeligt i denne demonstrationsudgave af Tribal Trouble.,In der Demoversion von Tribal Trouble steht das Häuptling-Tutorial nicht zur Verfügung.,El tutorial del jefe tribal no está disponible en esta demostración de Tribal Trouble.,Il tutorial sul Capo Tribù non è disponibile in questa versione demo di Tribal Trouble.,O tutorial de chefe está indisponível nessa versão de demonstração de Tribal Trouble.
form/TutorialForm,ai,AI,Computer,KI,IA,AI,IA
form/WaitingForPlayersForm,abort,Abort game,Afbryd spil,Spiel abbrechen,Abortar partida,Abbandona la partita,Abortar partida
form/WaitingForPlayersForm,waiting,Waiting for players...,Venter på spillere...,Auf Spieler warten ...,Esperando a otros jugadores...,Attesa di altri giocatori...,Esperando por jogadores...
form/WaitingForPlayersForm,confirm_abort,Are you sure you want to abort this game?,Er du sikker på du vil afbryde spillet?,Möchten Sie dieses Spiel wirklich abbrechen?,¿Seguro que quieres abortar esta partida?,Vuoi davvero abbandonare la partita?,Você tem certeza de que quer abortar essa partida?
form/WarningForm,dont_show,Don''t show this message again,Vis ikke denne besked igen,Diese Meldung nicht mehr anzeigen,No volver a mostrar este mensaje,Non mostrare più questo messaggio,Não mostrar essa mensagem novamente
form/WelcomeForm,welcome_caption,Welcome to Tribal Trouble,Velkommen til Tribal Trouble,Willkommen bei Tribal Trouble,Bienvenido a Tribal Trouble,Benvenuto in Tribal Trouble,Bem-vindo ao Tribal Trouble
form/WelcomeForm,welcome_message,"Thank you for downloading Tribal Trouble!

If you have a registration code, click Register to get the full version of Tribal Trouble.

Otherwise you can evaluate this demo version, but with some of the game features disabled.

Don''t forget to update the game to get the latest features and fixes. Click Update Now or use the Update entry in the main menu.","Tak for at du har hentet Tribal Trouble!

Hvis du har en registreringsnøgle, så klik på Registrer for at få den fulde udgave af Tribal Trouble.

Ellers kan du evaluere denne demonstrationsudgave, men med en række begrænsninger.

Glem ikke at opdatere spillet for at få de seneste ændringer og rettelser. Klik på ""Opdater nu"" eller brug Opdater punktet i hovedmenuen.","Danke, dass Sie Tribal Trouble downgeloadet haben!

Wenn Sie einen Registrierungscode haben, klicken Sie auf ''Registrieren'', um die Vollversion von Tribal Trouble zu erhalten.

Andernfalls können Sie diese Demoversion beliebig lange verwenden, allerdings stehen dann nicht alle Features zur Verfügung.

Denken Sie daran, das Spiel zu aktualisieren, um die aktuellen Features und Bugfixes zu erhalten. Klicken Sie auf ''Jetzt aktualisieren'', oder wählen Sie die Option ''Aktualisieren'' im Hauptmenü.","¡Gracias por haber descargado Tribal Trouble!

Si tienes una clave de registro, haz click en Registrar para conseguir la versión completa de Tribal Trouble.

De lo contrario puedes evaluar esta versión de demostración, pero con algunas características bloqueadas.

No olvides actualizar el juego para conseguir las últimas novedades y parches. Haz click en Actualiza Ahora o usa Actualizar en el menú principal.","Grazie per aver scaricato Tribal Trouble!

Se hai un codice di registrazione, clicca su Registra per attivare la versione completa di Tribal Trouble.

Altrimenti puoi valutare questa versione demo, ma alcune delle caratteristiche del gioco saranno disabilitate.

Non dimenticare di aggiornare il gioco per avere l''ultima versione. Clicca Aggiorna Adesso o usa Aggiorna nel menu principale.","Obrigado por baixar Tribal Trouble!

Se você possui um código de registro, clique em Registrar para receber a versão completa de Tribal Trouble.

Caso contrário, você pode testar essa versão de demonstração, mas com algumas funcionalidades do jogo desligadas.

Não se esqueça de atualizar o jogo para conseguir as últimas funcionalidades e consertos. Clique em Atualizar Agora ou em Atualizar no menu principal."
form/WelcomeForm,update_now,Update Now,Opdater nu,Jetzt aktualisieren,Actualiza Ahora,Aggiorna Adesso,Atualizar Agora
form/WelcomeForm,register,Register,Registrer,Registrieren,Registrar,Registra,Registrar
gui/ActionButtonPanel,move_tip,Move ({0}),Gå ({0}),Bewegen ({0}),Mover ({0}),Muovi ({0}),Mover ({0})
gui/ActionButtonPanel,gather_repair_tip,Gather/Repair ({0}),Saml/Reparer ({0}),Sammeln/Reparieren ({0}),Recolectar/Reparar ({0}),Raccogli/Ripara ({0}),Coletar/Reparar ({0})
gui/ActionButtonPanel,quarters_tip,Quarters ({0}),Barakker ({0}),Quartier ({0}),Barracón ({0}),Casone ({0}),Alojamentos ({0})
gui/ActionButtonPanel,armory_tip,Armory ({0}),Arsenal ({0}),Zeughaus ({0}),Armería ({0}),Armeria ({0}),Armaria ({0})
gui/ActionButtonPanel,tower_tip,Tower ({0}),Tårn ({0}),Turm ({0}),Torre ({0}),Torre ({0}),Torre ({0})
gui/ActionButtonPanel,ship_tip,Ship ({0}),Skib ({0}),Schiff ({0}),Velero ({0}),Nave ({0}),Navio ({0})
gui/ActionButtonPanel,attack_tip,Attack ({0}),Angrib ({0}),Angreifen ({0}),Atacar ({0}),Attacca ({0}),Atacar ({0})
gui/ActionButtonPanel,exit_tip,Exit ({0}),Exit ({0}),Verlassen ({0}),Salir ({0}),Esci ({0}),Sair ({0})
gui/ActionButtonPanel,units_tip,Units,Enheder,Einheiten,Unidades,Unità,Unidades
gui/ActionButtonPanel,rock_weapons_tip,Rock weapons,Stenvåben,Steinwaffen,Armas de piedra,Armi di roccia,Armas de pedra
gui/ActionButtonPanel,iron_weapons_tip,Iron weapons,Jernvåben,Eisenwaffen,Armas de hierro,Armi di ferro,Armas de ferro
gui/ActionButtonPanel,chicken_weapons_tip,Chicken weapons,Kyllingevåben,Hühnchenwaffen,Armas de pollo tropical,Armi di pollo,Armas de galinha
gui/ActionButtonPanel,tree_resources_tip,Wood resources,Træressourcer,Holzressourcen,Recursos de madera,Risorse di Legno,Recursos de madeira
gui/ActionButtonPanel,rock_resources_tip,Rock resources,Stenressourcer,Steinressourcen,Recursos de piedra,Risorse di Roccia,Recursos de pedra
gui/ActionButtonPanel,iron_resources_tip,Iron resources,Jernressourcer,Eisenressourcen,Recursos de hierro,Risorse di Ferro,Recursos de ferro
gui/ActionButtonPanel,chicken_resources_tip,Chicken resources,Kyllingeressourcer,Hühnchenressourcen,Recursos de pollo tropical,Risorse di Pollo,Recursos de galinha
gui/ActionButtonPanel,train_chieftain_tip,Train Chieftain ({0}),Træn høvding ({0}),Häuptling ausbilden ({0}),Entrenar jefe tribal ({0}),Capo Tribù ({0}),Treinar Chefe ({0})
gui/ActionButtonPanel,rally_point_tip,Rally Point ({0}),Samlingspunkt ({0}),Versammlungsort ({0}),Punto de encuentro ({0}),Luogo di Raduno ({0}),Ponto de Encontro ({0})
gui/ActionButtonPanel,gather_resources_tip,Gather Resources ({0}),Saml ressourcer ({0}),Ressourcen sammeln ({0}),Recolectar recursos ({0}),Raccogli Risorse ({0}),Coletar Recursos ({0})
gui/ActionButtonPanel,produce_weapons_tip,Produce Weapons ({0}),Producer våben ({0}),Waffen herstellen ({0}),Fabricar armas ({0}),Produci Armi ({0}),Produzir Armas ({0})
gui/ActionButtonPanel,deploy_army_tip,Deploy Army ({0}),Udsend hær ({0}),Armee ausrüsten  ({0}),Desplegar ejército ({0}),Crea l''esercito ({0}),Mobilizar Exército ({0})
gui/ActionButtonPanel,transport_resources_tip,Transport Resources ({0}),Transporter ressourcer ({0}),Ressourcen transportieren ({0}),Transportar recursos ({0}),Trasporta Risorse ({0}),Transportar Recursos ({0})
gui/ActionButtonPanel,sail_tip,Sail ({0}),Sejle ({0}),Segel ({0}),Volar ({0}),Veleggiare ({0}),Navegue ({0})
gui/ActionButtonPanel,harvest_tree_tip,Wood,Træ,Holz,Madera,Legno,Madeira
gui/ActionButtonPanel,harvest_rock_tip,Rock,Sten,Stein,Piedra,Roccia,Pedra
gui/ActionButtonPanel,harvest_iron_tip,Iron,Jern,Eisen,Hierro,Ferro,Ferro
gui/ActionButtonPanel,harvest_chicken_tip,Tropical Chicken,Tropekylling,Tropenhühnchen,Pollo,Pollo Tropicale,Galinha Tropical
gui/ActionButtonPanel,back_tip,Back ({0}),Tilbage ({0}),Zurück ({0}),Atrás ({0}),Indietro ({0}),Voltar ({0})
gui/ActionButtonPanel,build_rock_tip,Rock weapon,Stenvåben,Steinwaffe,Arma de piedra,Armi di roccia,Arma de pedra
gui/ActionButtonPanel,build_iron_tip,Iron weapon,Jernvåben,Eisenwaffe,Arma de hierro,Armi di ferro,Arma de ferro
gui/ActionButtonPanel,build_chicken_tip,Chicken weapon,Kyllingevåben,Hühnchenwaffe,Arma de pollo,Armi di pollo,Arma de galinha
gui/ActionButtonPanel,deploy_peon_tip,Peon,Arbejder,Knecht,Peón,Peone,Peão
gui/ActionButtonPanel,deploy_rock_tip,Rock Warrior,Stenkriger,Steinkrieger,Guerrero piedra,Guerriero di roccia,Guerreiro de Pedra
gui/ActionButtonPanel,deploy_iron_tip,Iron Warrior,Jernkriger,Eisenkrieger,Guerrero hierro,Guerriero di ferro,Guerreiro de Ferro
gui/ActionButtonPanel,deploy_chicken_tip,Chicken Warrior,Kyllingekriger,Hühnchenkrieger,Guerrero pollo,Guerriero di pollo,Guerreiro de Galinha
gui/ActionButtonPanel,transport_tree_tip,Wood,Træ,Holz,Madera,Legno,Madeira
gui/ActionButtonPanel,transport_rock_tip,Rock,Sten,Stein,Piedra,Roccia,Pedra
gui/ActionButtonPanel,transport_iron_tip,Iron,Jern,Eisen,Hierro,Ferro,Ferro
gui/ActionButtonPanel,transport_chicken_tip,Tropical Chicken,Tropekylling,Tropenhühnchen,Pollo tropical,Pollo Tropicale,Galinha Tropical
gui/CancelButton,cancel,Cancel,Annuller,Abbrechen,Cancelar,Annulla,Cancelar
gui/ChatPanel,user_joined,*** {0} has joined.,*** {0} har tilmeldt sig.,*** {0} ist beigetreten.,*** {0} se ha unido.,*** {0} si è unito.,*** {0} se juntou.
gui/ChatPanel,user_left,*** {0} has left.,*** {0} er gået.,*** {0} hat die Seite verlassen.,*** {0} se ha ido.,*** {0} è rimasto.,*** {0} saiu.
gui/ChatPanel,normal_chat,<{0}>,<{0}>,<{0}>,<{0}>,<{0}>,<{0}>
gui/ChatPanel,chat,Chat,Chat,Chat,Charla,Chatta,Chat
gui/ChatPanel,lobby,Lobby,Lobby,Lobby,En sala,Utenti,Lobby
gui/ChatPanel,playing,Playing,Spiller,Spiel,Jugando,Giocano,Jogando
gui/ChatPanel,info,Profile Info,Profilinformation,Profilinfo,Información de perfil,Info Profilo,Informação de Perfil
gui/ChatPanel,message,Message,Besked,Nachricht,Mensaje,Messaggio,Mensagem
gui/ChatPanel,send,Send,Send,Senden,Enviar,Invia,Enviar
gui/ChatPanel,leave,Leave,Forlad,Beenden,Salir,Esci,Sair
gui/ChatPanel,unignore,Unignore,Fjern ignorer,Ignorieren beenden,No ignorar,Togli Ignora,Designorar
